id,title,short_description,event_type,location_name,address,city,city_aliases,country,latitude,longitude,venue_type,indoor_outdoor,season,month,age_min,age_max,duration_minutes,price_dt,budget_band,requires_authorization,tags,educational_value,recommended_label
411,Mini randonnée éducative - Jardin Japonais de Tunis,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807011936444,10.185446998044885,PARK,OUTDOOR,SUMMER,juin,4,6,100,0,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
412,Mini randonnée éducative - Jardin Japonais de Tunis,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.808402584281154,10.186355897544237,PARK,OUTDOOR,AUTUMN,novembre,4,6,110,0,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
413,Mini randonnée éducative - Jardin Japonais de Tunis,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807862266956626,10.186864096313185,PARK,OUTDOOR,WINTER,fevrier,4,6,105,9,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
414,Visite musée adaptée enfants - Jardin Japonais de Tunis,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80737952563268,10.186037842167053,PARK,OUTDOOR,ALL,all,4,6,135,2,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
415,Visite musée adaptée enfants - Jardin Japonais de Tunis,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80720388444524,10.185248381312347,PARK,OUTDOOR,SPRING,avril,4,6,140,6,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
416,Visite musée adaptée enfants - Jardin Japonais de Tunis,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807237475198974,10.185674154065202,PARK,OUTDOOR,SUMMER,juillet,4,6,120,0,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
417,Visite musée adaptée enfants - Jardin Japonais de Tunis,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80726896495316,10.186260658814822,PARK,OUTDOOR,AUTUMN,novembre,4,6,120,11,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
418,Visite musée adaptée enfants - Jardin Japonais de Tunis,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.806876478930135,10.186310011668139,PARK,OUTDOOR,WINTER,janvier,4,6,130,11,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
419,Parcours motricité - Jardin Japonais de Tunis,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80670700375454,10.186898253667911,PARK,OUTDOOR,ALL,all,2,6,60,3,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
420,Parcours motricité - Jardin Japonais de Tunis,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80779225418228,10.185178284252402,PARK,OUTDOOR,SPRING,mai,2,6,65,5,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
421,Parcours motricité - Jardin Japonais de Tunis,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80771961081264,10.185827795919371,PARK,OUTDOOR,SUMMER,juillet,2,6,60,11,MEDIUM,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
422,Parcours motricité - Jardin Japonais de Tunis,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807857795441116,10.185204731035071,PARK,OUTDOOR,AUTUMN,octobre,2,6,60,7,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
423,Jeux collectifs doux - Jardin Japonais de Tunis,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80668901189503,10.18645675868968,PARK,OUTDOOR,ALL,all,3,6,75,3,LOW,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
424,Jeux collectifs doux - Jardin Japonais de Tunis,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80716672407212,10.186265479029172,PARK,OUTDOOR,SPRING,avril,3,6,70,6,LOW,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
425,Jeux collectifs doux - Jardin Japonais de Tunis,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80789695992562,10.18588391596867,PARK,OUTDOOR,SUMMER,juillet,3,6,60,7,LOW,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
426,Jeux collectifs doux - Jardin Japonais de Tunis,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80778698652672,10.185756953108507,PARK,OUTDOOR,AUTUMN,octobre,3,6,70,9,MEDIUM,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
427,Fête saisonnière - Jardin Japonais de Tunis,"Décoration, chants, jeux et goûter selon la saison.",FETE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80779204964146,10.185946812732643,PARK,OUTDOOR,ALL,all,2,6,90,6,LOW,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
428,Fête saisonnière - Jardin Japonais de Tunis,"Décoration, chants, jeux et goûter selon la saison.",FETE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80686052584575,10.185528385322417,PARK,OUTDOOR,SPRING,mars,2,6,95,5,LOW,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
429,Fête saisonnière - Jardin Japonais de Tunis,"Décoration, chants, jeux et goûter selon la saison.",FETE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80680989034589,10.185691584203308,PARK,OUTDOOR,SUMMER,juin,2,6,75,0,LOW,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
430,Fête saisonnière - Jardin Japonais de Tunis,"Décoration, chants, jeux et goûter selon la saison.",FETE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80826736433098,10.185175494984716,PARK,OUTDOOR,AUTUMN,novembre,2,6,90,11,MEDIUM,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
431,Chasse aux formes - Jardin Japonais de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80676209808286,10.185853439741646,PARK,OUTDOOR,ALL,all,2,5,55,6,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
432,Chasse aux formes - Jardin Japonais de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.808118087439276,10.185431078331488,PARK,OUTDOOR,SPRING,mars,2,5,65,6,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
433,Chasse aux formes - Jardin Japonais de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80722859882826,10.186539171347581,PARK,OUTDOOR,SUMMER,juin,2,5,65,4,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
434,Chasse aux formes - Jardin Japonais de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80800478233022,10.18666760071887,PARK,OUTDOOR,AUTUMN,novembre,2,5,55,2,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
435,Chasse aux formes - Jardin Japonais de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80711893579312,10.186717247742182,PARK,OUTDOOR,WINTER,fevrier,2,5,65,0,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
436,Sortie patrimoine en images - Jardin Japonais de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80785661365013,10.186240838786727,PARK,OUTDOOR,ALL,all,4,6,130,3,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
437,Sortie patrimoine en images - Jardin Japonais de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807505813382974,10.185937321653459,PARK,OUTDOOR,SPRING,avril,4,6,120,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
438,Sortie patrimoine en images - Jardin Japonais de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80824600384012,10.185204359606521,PARK,OUTDOOR,SUMMER,juin,4,6,130,6,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
439,Sortie patrimoine en images - Jardin Japonais de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807922801954234,10.186131818775104,PARK,OUTDOOR,AUTUMN,octobre,4,6,110,6,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
440,Sortie patrimoine en images - Jardin Japonais de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80704558259918,10.186910612417956,PARK,OUTDOOR,WINTER,janvier,4,6,120,0,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
441,Jardinage pédagogique - Jardin Japonais de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80668342713932,10.186921009907454,PARK,OUTDOOR,ALL,all,3,6,75,4,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
442,Jardinage pédagogique - Jardin Japonais de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80732979381163,10.18589290793094,PARK,OUTDOOR,SPRING,avril,3,6,70,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
443,Jardinage pédagogique - Jardin Japonais de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80848905070248,10.185849825346835,PARK,OUTDOOR,SUMMER,juin,3,6,55,4,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
444,Jardinage pédagogique - Jardin Japonais de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80817835257522,10.186399921368588,PARK,OUTDOOR,AUTUMN,octobre,3,6,65,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
445,Jardinage pédagogique - Jardin Japonais de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80707375879462,10.186759523166305,PARK,OUTDOOR,WINTER,decembre,3,6,65,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
446,Lecture de contes illustrés - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82389720294796,10.175010502396612,PARK,OUTDOOR,ALL,all,2,6,30,4,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
447,Lecture de contes illustrés - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82343130948893,10.17529903923793,PARK,OUTDOOR,SPRING,mars,2,6,50,2,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
448,Lecture de contes illustrés - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82347528045328,10.175243696690318,PARK,OUTDOOR,SUMMER,juin,2,6,40,2,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
449,Lecture de contes illustrés - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.823914227233274,10.17522171579058,PARK,OUTDOOR,AUTUMN,octobre,2,6,50,6,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
450,Lecture de contes illustrés - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82303287070441,10.176030751460418,PARK,OUTDOOR,WINTER,fevrier,2,6,40,6,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
451,Sortie découverte nature - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.8238584777862,10.176229619165552,PARK,OUTDOOR,ALL,all,3,6,100,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
452,Sortie découverte nature - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.824328742603484,10.175171227909974,PARK,OUTDOOR,SPRING,mai,3,6,105,4,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
453,Sortie découverte nature - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82401465539316,10.176976662971192,PARK,OUTDOOR,SUMMER,juin,3,6,90,11,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
454,Sortie découverte nature - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.824271341582936,10.176962078845103,PARK,OUTDOOR,AUTUMN,octobre,3,6,105,4,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
455,Sortie découverte nature - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82457704003256,10.175689604986326,PARK,OUTDOOR,WINTER,fevrier,3,6,90,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
456,Mini randonnée éducative - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82451335785288,10.175266819179718,PARK,OUTDOOR,ALL,all,4,6,105,11,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
457,Mini randonnée éducative - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.8233501782541,10.176558285186957,PARK,OUTDOOR,SPRING,mai,4,6,110,7,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
458,Mini randonnée éducative - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.823364555996825,10.175269705162393,PARK,OUTDOOR,SUMMER,aout,4,6,110,9,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
459,Mini randonnée éducative - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82308761255132,10.175398939667431,PARK,OUTDOOR,AUTUMN,septembre,4,6,90,2,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
460,Mini randonnée éducative - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82379644811137,10.176630812161312,PARK,OUTDOOR,WINTER,janvier,4,6,110,7,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
461,Visite musée adaptée enfants - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82450658183764,10.175382206861467,PARK,OUTDOOR,ALL,all,4,6,135,2,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
462,Visite musée adaptée enfants - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.823248950016485,10.17573603834863,PARK,OUTDOOR,SPRING,mars,4,6,140,5,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
463,Visite musée adaptée enfants - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.823678073256815,10.17537363443518,PARK,OUTDOOR,SUMMER,aout,4,6,140,7,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
464,Visite musée adaptée enfants - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.8246022961748,10.176454162648685,PARK,OUTDOOR,AUTUMN,octobre,4,6,120,9,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
465,Visite musée adaptée enfants - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Parc du Belvédère,"Avenue Taieb M hiri, Tunis, Tunisie",Tunis,tunis;belvedere;mutuelleville;lafayette,Tunisie,36.82409094879469,10.175642422856429,PARK,OUTDOOR,WINTER,janvier,4,6,120,6,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
